pollutant,level,concentration,participant_id,replicate,sample_group,mean_value,sd_value
o3,corrida_5,80-nmol/mol,part_1,2,1-10,79.64599309,0.3546692225
o3,corrida_5,80-nmol/mol,part_1,2,11-20,80.33778251,0.5225030651
o3,corrida_5,80-nmol/mol,part_1,2,21-30,79.96094012,0.5610567699
o3,corrida_5,80-nmol/mol,part_2,3,1-10,80.08612763,0.5794673236
o3,corrida_5,80-nmol/mol,part_2,3,11-20,80.33073657,0.5277219828
o3,corrida_5,80-nmol/mol,part_2,3,21-30,80.20469591,0.5608400031
o3,corrida_5,80-nmol/mol,part_3,4,1-10,79.99982366,0.6063855736
o3,corrida_5,80-nmol/mol,part_3,4,11-20,79.75848496,0.4831200349
o3,corrida_5,80-nmol/mol,part_3,4,21-30,80.30461425,0.5536231639
o3,corrida_5,80-nmol/mol,part_4,5,1-10,79.97945989,0.579121819
o3,corrida_5,80-nmol/mol,part_4,5,11-20,79.97841139,0.5796616813
o3,corrida_5,80-nmol/mol,part_4,5,21-30,80.09237895,0.5940267773
o3,corrida_5,80-nmol/mol,part_5,6,1-10,80.21178408,0.5638307354
o3,corrida_5,80-nmol/mol,part_5,6,11-20,79.8612171,0.5307771985
o3,corrida_5,80-nmol/mol,part_5,6,21-30,80.44080469,0.4879786544
o3,corrida_5,80-nmol/mol,part_6,7,1-10,80.09185466,0.5746352513
o3,corrida_5,80-nmol/mol,part_6,7,11-20,80.08651159,0.5986497384
o3,corrida_5,80-nmol/mol,part_6,7,21-30,80.20068993,0.5623666638
o3,corrida_5,80-nmol/mol,part_7,8,1-10,80.08584569,0.5847497818
o3,corrida_5,80-nmol/mol,part_7,8,11-20,79.96830662,0.5856675787
o3,corrida_5,80-nmol/mol,part_7,8,21-30,80.18962951,0.5770218512
o3,corrida_5,80-nmol/mol,part_8,9,1-10,80.10211845,0.6040837268
o3,corrida_5,80-nmol/mol,part_8,9,11-20,80.0976701,0.6197107947
o3,corrida_5,80-nmol/mol,part_8,9,21-30,80.00103227,0.5788282506
o3,corrida_5,80-nmol/mol,part_9,10,1-10,79.97967682,0.5995521764
o3,corrida_5,80-nmol/mol,part_9,10,11-20,80.19982175,0.6059333093
o3,corrida_5,80-nmol/mol,part_9,10,21-30,79.78068206,0.4643443998
o3,corrida_5,80-nmol/mol,ref,1,1-10,79.96470032,0.592779247
o3,corrida_5,80-nmol/mol,ref,1,11-20,80.09280026,0.5582863821
o3,corrida_5,80-nmol/mol,ref,1,21-30,79.87844495,0.5406465976
so2,corrida_1,0-nmol/mol,part_1,2,1-10,0.05471698113,0.0521898904
so2,corrida_1,0-nmol/mol,part_1,2,11-20,0.04358490566,0.04867168778
so2,corrida_1,0-nmol/mol,part_1,2,21-30,0.06283018868,0.04267516899
so2,corrida_1,0-nmol/mol,part_2,3,1-10,0.04773584906,0.04052628348
so2,corrida_1,0-nmol/mol,part_2,3,11-20,0.05320754717,0.02592843098
so2,corrida_1,0-nmol/mol,part_2,3,21-30,0.05188679245,0.03741213352
so2,corrida_1,0-nmol/mol,part_3,4,1-10,0.06433962264,0.04533060044
so2,corrida_1,0-nmol/mol,part_3,4,11-20,0.0520754717,0.05094883114
so2,corrida_1,0-nmol/mol,part_3,4,21-30,0.07660377358,0.0307495076
so2,corrida_1,0-nmol/mol,part_4,5,1-10,0.0579245283,0.04281397748
so2,corrida_1,0-nmol/mol,part_4,5,11-20,0.05547169811,0.04904208784
so2,corrida_1,0-nmol/mol,part_4,5,21-30,0.0341509434,0.05126808556
so2,corrida_1,0-nmol/mol,part_5,6,1-10,0.07339622642,0.05986053699
so2,corrida_1,0-nmol/mol,part_5,6,11-20,0.05132075472,0.05654644196
so2,corrida_1,0-nmol/mol,part_5,6,21-30,0.04754716981,0.04991032661
so2,corrida_1,0-nmol/mol,part_6,7,1-10,0.05339622642,0.04589083688
so2,corrida_1,0-nmol/mol,part_6,7,11-20,0.05490566038,0.02054304102
so2,corrida_1,0-nmol/mol,part_6,7,21-30,0.05773584906,0.05710608705
so2,corrida_1,0-nmol/mol,part_7,8,1-10,0.02245283019,0.04057895558
so2,corrida_1,0-nmol/mol,part_7,8,11-20,0.0720754717,0.03759722967
so2,corrida_1,0-nmol/mol,part_7,8,21-30,0.05113207547,0.03355745233
so2,corrida_1,0-nmol/mol,part_8,9,1-10,0.03433962264,0.02662094098
so2,corrida_1,0-nmol/mol,part_8,9,11-20,0.0441509434,0.02771865866
so2,corrida_1,0-nmol/mol,part_8,9,21-30,0.07528301887,0.03932150717
so2,corrida_1,0-nmol/mol,part_9,10,1-10,0.05283018868,0.04843175675
so2,corrida_1,0-nmol/mol,part_9,10,11-20,0.04622641509,0.03043986174
so2,corrida_1,0-nmol/mol,part_9,10,21-30,0.03528301887,0.03663002365
so2,corrida_1,0-nmol/mol,ref,1,1-10,0.03943396226,0.06340327654
so2,corrida_1,0-nmol/mol,ref,1,11-20,0.0520754717,0.03987838004
so2,corrida_1,0-nmol/mol,ref,1,21-30,0.06075471698,0.0333724702
so2,corrida_2,100-nmol/mol,part_1,2,1-10,99.28213884,0.5382830991
so2,corrida_2,100-nmol/mol,part_1,2,11-20,99.61139781,0.5569339742
so2,corrida_2,100-nmol/mol,part_1,2,21-30,99.53244248,0.590934574
so2,corrida_2,100-nmol/mol,part_2,3,1-10,99.48690342,0.6154869156
so2,corrida_2,100-nmol/mol,part_2,3,11-20,99.28709203,0.5230078407
so2,corrida_2,100-nmol/mol,part_2,3,21-30,99.2802488,0.5126753572
so2,corrida_2,100-nmol/mol,part_3,4,1-10,99.67996923,0.5717655116
so2,corrida_2,100-nmol/mol,part_3,4,11-20,99.84848983,0.467648322
so2,corrida_2,100-nmol/mol,part_3,4,21-30,99.50567416,0.5751392708
so2,corrida_2,100-nmol/mol,part_4,5,1-10,99.8445198,0.4561500999
so2,corrida_2,100-nmol/mol,part_4,5,11-20,99.1786557,0.4771321303
so2,corrida_2,100-nmol/mol,part_4,5,21-30,99.40429106,0.5667448084
so2,corrida_2,100-nmol/mol,part_5,6,1-10,99.48863831,0.5610946141
so2,corrida_2,100-nmol/mol,part_5,6,11-20,99.59776217,0.5955898693
so2,corrida_2,100-nmol/mol,part_5,6,21-30,99.61636704,0.527221231
so2,corrida_2,100-nmol/mol,part_6,7,1-10,99.41297887,0.587346048
so2,corrida_2,100-nmol/mol,part_6,7,11-20,99.17682718,0.4642939867
so2,corrida_2,100-nmol/mol,part_6,7,21-30,99.41374933,0.5558511583
so2,corrida_2,100-nmol/mol,part_7,8,1-10,99.10699171,0.3833240274
so2,corrida_2,100-nmol/mol,part_7,8,11-20,99.17389246,0.4881109896
so2,corrida_2,100-nmol/mol,part_7,8,21-30,99.61926431,0.573427689
so2,corrida_2,100-nmol/mol,part_8,9,1-10,99.30644864,0.5644508998
so2,corrida_2,100-nmol/mol,part_8,9,11-20,99.39991306,0.5783909742
so2,corrida_2,100-nmol/mol,part_8,9,21-30,99.616771,0.5701788627
so2,corrida_2,100-nmol/mol,part_9,10,1-10,99.51323167,0.6181529383
so2,corrida_2,100-nmol/mol,part_9,10,11-20,99.21148876,0.4256217021
so2,corrida_2,100-nmol/mol,part_9,10,21-30,99.5718954,0.5717618236
so2,corrida_2,100-nmol/mol,ref,1,1-10,99.74478464,0.5506799564
so2,corrida_2,100-nmol/mol,ref,1,11-20,99.59179374,0.5810867226
so2,corrida_2,100-nmol/mol,ref,1,21-30,99.59111958,0.5596753027
so2,corrida_3,140-nmol/mol,part_1,2,1-10,139.1867454,0.4961481341
so2,corrida_3,140-nmol/mol,part_1,2,11-20,139.0233682,0.4854081377
so2,corrida_3,140-nmol/mol,part_1,2,21-30,138.8077218,0.4208920724
so2,corrida_3,140-nmol/mol,part_2,3,1-10,139.0100039,0.4590294404
so2,corrida_3,140-nmol/mol,part_2,3,11-20,139.0035981,0.4861192126
so2,corrida_3,140-nmol/mol,part_2,3,21-30,139.0994912,0.495400613
so2,corrida_3,140-nmol/mol,part_3,4,1-10,139.2072388,0.511096427
so2,corrida_3,140-nmol/mol,part_3,4,11-20,139.1569392,0.4978489912
so2,corrida_3,140-nmol/mol,part_3,4,21-30,138.8904507,0.4840385404
so2,corrida_3,140-nmol/mol,part_4,5,1-10,138.8081196,0.3759736306
so2,corrida_3,140-nmol/mol,part_4,5,11-20,139.3894563,0.4164054972
so2,corrida_3,140-nmol/mol,part_4,5,21-30,139.4058853,0.3834239857
so2,corrida_3,140-nmol/mol,part_5,6,1-10,139.1796668,0.4920354225
so2,corrida_3,140-nmol/mol,part_5,6,11-20,138.9831357,0.5030726669
so2,corrida_3,140-nmol/mol,part_5,6,21-30,139.1499031,0.48059703
so2,corrida_3,140-nmol/mol,part_6,7,1-10,139.1995803,0.5057029342
so2,corrida_3,140-nmol/mol,part_6,7,11-20,139.1014503,0.5117282603
so2,corrida_3,140-nmol/mol,part_6,7,21-30,139.1821206,0.4810122454
so2,corrida_3,140-nmol/mol,part_7,8,1-10,138.9802867,0.4910659358
so2,corrida_3,140-nmol/mol,part_7,8,11-20,139.3388764,0.4447300198
so2,corrida_3,140-nmol/mol,part_7,8,21-30,139.0770657,0.4487468678
so2,corrida_3,140-nmol/mol,part_8,9,1-10,139.0927225,0.5202418959
so2,corrida_3,140-nmol/mol,part_8,9,11-20,139.1109247,0.5183565256
so2,corrida_3,140-nmol/mol,part_8,9,21-30,139.0400297,0.4789256893
so2,corrida_3,140-nmol/mol,part_9,10,1-10,139.0982823,0.522273177
so2,corrida_3,140-nmol/mol,part_9,10,11-20,138.8154798,0.4331212969
so2,corrida_3,140-nmol/mol,part_9,10,21-30,139.2084463,0.5148176948
so2,corrida_3,140-nmol/mol,ref,1,1-10,139.1070838,0.4545268884
so2,corrida_3,140-nmol/mol,ref,1,11-20,139.311719,0.446937224
so2,corrida_3,140-nmol/mol,ref,1,21-30,139.1232752,0.4773254984
so2,corrida_4,180-nmol/mol,part_1,2,1-10,180.7098344,0.4199003412
so2,corrida_4,180-nmol/mol,part_1,2,11-20,180.6401492,0.3867242448
so2,corrida_4,180-nmol/mol,part_1,2,21-30,180.58839,0.4316880009
so2,corrida_4,180-nmol/mol,part_2,3,1-10,180.7360178,0.4213779563
so2,corrida_4,180-nmol/mol,part_2,3,11-20,180.4535929,0.3946441664
so2,corrida_4,180-nmol/mol,part_2,3,21-30,180.4573097,0.3864586902
so2,corrida_4,180-nmol/mol,part_3,4,1-10,180.5342158,0.3991864448
so2,corrida_4,180-nmol/mol,part_3,4,11-20,180.4247982,0.3541278693
so2,corrida_4,180-nmol/mol,part_3,4,21-30,180.5749463,0.4733080771
so2,corrida_4,180-nmol/mol,part_4,5,1-10,180.5250121,0.3974785526
so2,corrida_4,180-nmol/mol,part_4,5,11-20,180.7282891,0.4569817334
so2,corrida_4,180-nmol/mol,part_4,5,21-30,180.506621,0.4046944556
so2,corrida_4,180-nmol/mol,part_5,6,1-10,180.4159234,0.3360811943
so2,corrida_4,180-nmol/mol,part_5,6,11-20,180.6619423,0.4721702156
so2,corrida_4,180-nmol/mol,part_5,6,21-30,180.6490382,0.3756981458
so2,corrida_4,180-nmol/mol,part_6,7,1-10,180.56085,0.4469603366
so2,corrida_4,180-nmol/mol,part_6,7,11-20,180.7244571,0.4012121074
so2,corrida_4,180-nmol/mol,part_6,7,21-30,180.6010934,0.4390268793
so2,corrida_4,180-nmol/mol,part_7,8,1-10,180.4094703,0.4272807793
so2,corrida_4,180-nmol/mol,part_7,8,11-20,180.6441862,0.3818430421
so2,corrida_4,180-nmol/mol,part_7,8,21-30,180.6320487,0.4142166199
so2,corrida_4,180-nmol/mol,part_8,9,1-10,180.2433088,0.2258104628
so2,corrida_4,180-nmol/mol,part_8,9,11-20,180.6561483,0.4246494286
so2,corrida_4,180-nmol/mol,part_8,9,21-30,180.5139669,0.4330044974
so2,corrida_4,180-nmol/mol,part_9,10,1-10,180.6132825,0.3721140176
so2,corrida_4,180-nmol/mol,part_9,10,11-20,180.6425696,0.369681463
so2,corrida_4,180-nmol/mol,part_9,10,21-30,180.6755692,0.4304147645
so2,corrida_4,180-nmol/mol,ref,1,1-10,180.5881377,0.3961296722
so2,corrida_4,180-nmol/mol,ref,1,11-20,180.8295986,0.3859781395
so2,corrida_4,180-nmol/mol,ref,1,21-30,180.4690458,0.3324269642
so2,corrida_5,20-nmol/mol,part_1,2,1-10,19.74164706,0.04009293318
so2,corrida_5,20-nmol/mol,part_1,2,11-20,19.72552941,0.04325491974
so2,corrida_5,20-nmol/mol,part_1,2,21-30,19.71317647,0.03644654489
so2,corrida_5,20-nmol/mol,part_2,3,1-10,19.72505882,0.02922581743
so2,corrida_5,20-nmol/mol,part_2,3,11-20,19.71576471,0.03202363602
so2,corrida_5,20-nmol/mol,part_2,3,21-30,19.73447059,0.03415166211
so2,corrida_5,20-nmol/mol,part_3,4,1-10,19.75988235,0.02884126439
so2,corrida_5,20-nmol/mol,part_3,4,11-20,19.71329412,0.02462201763
so2,corrida_5,20-nmol/mol,part_3,4,21-30,19.73835294,0.04135051918
so2,corrida_5,20-nmol/mol,part_4,5,1-10,19.73235294,0.02548265348
so2,corrida_5,20-nmol/mol,part_4,5,11-20,19.74258824,0.0416861085
so2,corrida_5,20-nmol/mol,part_4,5,21-30,19.72905882,0.03083884268
so2,corrida_5,20-nmol/mol,part_5,6,1-10,19.74270588,0.03719520501
so2,corrida_5,20-nmol/mol,part_5,6,11-20,19.73670588,0.0415197641
so2,corrida_5,20-nmol/mol,part_5,6,21-30,19.73952941,0.03779871415
so2,corrida_5,20-nmol/mol,part_6,7,1-10,19.72258824,0.05266828725
so2,corrida_5,20-nmol/mol,part_6,7,11-20,19.72929412,0.02669807839
so2,corrida_5,20-nmol/mol,part_6,7,21-30,19.72988235,0.03666698123
so2,corrida_5,20-nmol/mol,part_7,8,1-10,19.72352941,0.03767564274
so2,corrida_5,20-nmol/mol,part_7,8,11-20,19.71835294,0.04882691539
so2,corrida_5,20-nmol/mol,part_7,8,21-30,19.73352941,0.02930044292
so2,corrida_5,20-nmol/mol,part_8,9,1-10,19.71635294,0.03865262442
so2,corrida_5,20-nmol/mol,part_8,9,11-20,19.72341176,0.04126954933
so2,corrida_5,20-nmol/mol,part_8,9,21-30,19.72858824,0.03233832112
so2,corrida_5,20-nmol/mol,part_9,10,1-10,19.71882353,0.03572719051
so2,corrida_5,20-nmol/mol,part_9,10,11-20,19.71741176,0.03257405132
so2,corrida_5,20-nmol/mol,part_9,10,21-30,19.72917647,0.0548481529
so2,corrida_5,20-nmol/mol,ref,1,1-10,19.70741176,0.05304434392
so2,corrida_5,20-nmol/mol,ref,1,11-20,19.72423529,0.0257226206
so2,corrida_5,20-nmol/mol,ref,1,21-30,19.74670588,0.04358078579
so2,corrida_6,60-nmol/mol,part_1,2,1-10,59.90591398,0.03026180815
so2,corrida_6,60-nmol/mol,part_1,2,11-20,59.90870968,0.03231556007
so2,corrida_6,60-nmol/mol,part_1,2,21-30,59.9072043,0.02605934431
so2,corrida_6,60-nmol/mol,part_2,3,1-10,59.89784946,0.03593536304
so2,corrida_6,60-nmol/mol,part_2,3,11-20,59.88268817,0.03577574467
so2,corrida_6,60-nmol/mol,part_2,3,21-30,59.90408602,0.0374300648
so2,corrida_6,60-nmol/mol,part_3,4,1-10,59.87731183,0.0401480092
so2,corrida_6,60-nmol/mol,part_3,4,11-20,59.90172043,0.03146047011
so2,corrida_6,60-nmol/mol,part_3,4,21-30,59.88989247,0.04810671453
so2,corrida_6,60-nmol/mol,part_4,5,1-10,59.8944086,0.03873555487
so2,corrida_6,60-nmol/mol,part_4,5,11-20,59.9144086,0.03860066956
so2,corrida_6,60-nmol/mol,part_4,5,21-30,59.90032258,0.04076909289
so2,corrida_6,60-nmol/mol,part_5,6,1-10,59.8727957,0.03389722295
so2,corrida_6,60-nmol/mol,part_5,6,11-20,59.90258065,0.02784279592
so2,corrida_6,60-nmol/mol,part_5,6,21-30,59.88376344,0.02708145629
so2,corrida_6,60-nmol/mol,part_6,7,1-10,59.90344086,0.02601864178
so2,corrida_6,60-nmol/mol,part_6,7,11-20,59.88924731,0.02952587144
so2,corrida_6,60-nmol/mol,part_6,7,21-30,59.89892473,0.02089332135
so2,corrida_6,60-nmol/mol,part_7,8,1-10,59.90666667,0.0439321849
so2,corrida_6,60-nmol/mol,part_7,8,11-20,59.87236559,0.03258713083
so2,corrida_6,60-nmol/mol,part_7,8,21-30,59.87408602,0.04429808831
so2,corrida_6,60-nmol/mol,part_8,9,1-10,59.90182796,0.0302524673
so2,corrida_6,60-nmol/mol,part_8,9,11-20,59.89129032,0.04117794469
so2,corrida_6,60-nmol/mol,part_8,9,21-30,59.89322581,0.03560512933
so2,corrida_6,60-nmol/mol,part_9,10,1-10,59.8783871,0.02386919171
so2,corrida_6,60-nmol/mol,part_9,10,11-20,59.89344086,0.03554879835
so2,corrida_6,60-nmol/mol,part_9,10,21-30,59.9155914,0.02597144587
so2,corrida_6,60-nmol/mol,ref,1,1-10,59.89731183,0.03559863415
so2,corrida_6,60-nmol/mol,ref,1,11-20,59.89860215,0.0290346917
so2,corrida_6,60-nmol/mol,ref,1,21-30,59.87860215,0.05274897133
so2,corrida_7,61-nmol/mol,part_1,2,1-10,59.06074074,0.03443930617
so2,corrida_7,61-nmol/mol,part_1,2,11-20,59.05530864,0.03036245115
so2,corrida_7,61-nmol/mol,part_1,2,21-30,59.05716049,0.03806106076
so2,corrida_7,61-nmol/mol,part_2,3,1-10,59.0654321,0.03851201099
so2,corrida_7,61-nmol/mol,part_2,3,11-20,59.06666667,0.02041915429
so2,corrida_7,61-nmol/mol,part_2,3,21-30,59.07271605,0.03608023371
so2,corrida_7,61-nmol/mol,part_3,4,1-10,59.04790123,0.0386428299
so2,corrida_7,61-nmol/mol,part_3,4,11-20,59.04753086,0.02970526469
so2,corrida_7,61-nmol/mol,part_3,4,21-30,59.0437037,0.03711560026
so2,corrida_7,61-nmol/mol,part_4,5,1-10,59.06728395,0.02540298252
so2,corrida_7,61-nmol/mol,part_4,5,11-20,59.0745679,0.03316882639
so2,corrida_7,61-nmol/mol,part_4,5,21-30,59.04654321,0.03790501002
so2,corrida_7,61-nmol/mol,part_5,6,1-10,59.0462963,0.04070227223
so2,corrida_7,61-nmol/mol,part_5,6,11-20,59.05740741,0.03683644813
so2,corrida_7,61-nmol/mol,part_5,6,21-30,59.06098765,0.03860950879
so2,corrida_7,61-nmol/mol,part_6,7,1-10,59.0554321,0.03056618817
so2,corrida_7,61-nmol/mol,part_6,7,11-20,59.03469136,0.02342753211
so2,corrida_7,61-nmol/mol,part_6,7,21-30,59.06358025,0.0366798044
so2,corrida_7,61-nmol/mol,part_7,8,1-10,59.06790123,0.03352331169
so2,corrida_7,61-nmol/mol,part_7,8,11-20,59.05185185,0.03039144105
so2,corrida_7,61-nmol/mol,part_7,8,21-30,59.07185185,0.0278549454
so2,corrida_7,61-nmol/mol,part_8,9,1-10,59.06259259,0.03446019867
so2,corrida_7,61-nmol/mol,part_8,9,11-20,59.04604938,0.04210441695
so2,corrida_7,61-nmol/mol,part_8,9,21-30,59.0491358,0.02637471643
so2,corrida_7,61-nmol/mol,part_9,10,1-10,59.04679012,0.03863252973
so2,corrida_7,61-nmol/mol,part_9,10,11-20,59.0662963,0.04011891923
so2,corrida_7,61-nmol/mol,part_9,10,21-30,59.05148148,0.02854703768
so2,corrida_7,61-nmol/mol,ref,1,1-10,59.0591358,0.02029812187
so2,corrida_7,61-nmol/mol,ref,1,11-20,59.04753086,0.02178545009
so2,corrida_7,61-nmol/mol,ref,1,21-30,59.04555556,0.0292409926
