pollutant,run,level,dataset_id,value,minute_pool_n
so2,corrida_1,0-nmol/mol,46,0.69,93
so2,corrida_1,0-nmol/mol,47,-0.025,93
so2,corrida_1,0-nmol/mol,48,-0.025,93
so2,corrida_1,0-nmol/mol,49,-0.029,93
so2,corrida_1,0-nmol/mol,50,0.331,93
so2,corrida_1,0-nmol/mol,51,-0.021,93
so2,corrida_1,0-nmol/mol,52,-0.026,93
so2,corrida_1,0-nmol/mol,53,-0.024,93
so2,corrida_1,0-nmol/mol,54,0.33,93
so2,corrida_1,0-nmol/mol,55,-0.023,93
so2,corrida_1,0-nmol/mol,56,-0.029,93
so2,corrida_1,0-nmol/mol,57,0.693,93
so2,corrida_1,0-nmol/mol,58,-0.034,93
so2,corrida_1,0-nmol/mol,59,-0.038,93
so2,corrida_1,0-nmol/mol,60,0.691,93
so2,corrida_1,0-nmol/mol,61,-0.026,93
so2,corrida_1,0-nmol/mol,62,0.329,93
so2,corrida_1,0-nmol/mol,63,0.336,93
so2,corrida_1,0-nmol/mol,64,0.686,93
so2,corrida_1,0-nmol/mol,65,0.328,93
so2,corrida_1,0-nmol/mol,66,-0.025,93
so2,corrida_1,0-nmol/mol,67,0.333,93
so2,corrida_1,0-nmol/mol,68,0.334,93
so2,corrida_1,0-nmol/mol,69,0.693,93
so2,corrida_1,0-nmol/mol,70,-0.014,93
so2,corrida_1,0-nmol/mol,71,-0.023,93
so2,corrida_1,0-nmol/mol,72,-0.026,93
so2,corrida_1,0-nmol/mol,73,-0.034,93
so2,corrida_1,0-nmol/mol,74,-0.024,93
so2,corrida_1,0-nmol/mol,75,-0.033,93
so2,corrida_1,0-nmol/mol,76,0.336,93
so2,corrida_1,0-nmol/mol,77,0.337,93
so2,corrida_1,0-nmol/mol,78,-0.031,93
so2,corrida_1,0-nmol/mol,79,0.334,93
so2,corrida_1,0-nmol/mol,80,-0.021,93
so2,corrida_1,0-nmol/mol,81,-0.029,93
so2,corrida_1,0-nmol/mol,82,-0.025,93
so2,corrida_1,0-nmol/mol,83,1.048,93
so2,corrida_1,0-nmol/mol,84,0.689,93
so2,corrida_1,0-nmol/mol,85,0.337,93
so2,corrida_1,0-nmol/mol,86,0.701,93
so2,corrida_1,0-nmol/mol,87,-0.031,93
so2,corrida_1,0-nmol/mol,88,0.326,93
so2,corrida_1,0-nmol/mol,89,-0.023,93
so2,corrida_1,0-nmol/mol,90,0.33,93
so2,corrida_1,0-nmol/mol,91,-0.027,93
so2,corrida_1,0-nmol/mol,92,0.329,93
so2,corrida_1,0-nmol/mol,93,0.335,93
so2,corrida_1,0-nmol/mol,94,-0.03,93
so2,corrida_1,0-nmol/mol,95,0.331,93
so2,corrida_1,0-nmol/mol,96,0.693,93
so2,corrida_1,0-nmol/mol,97,-0.035,93
so2,corrida_1,0-nmol/mol,98,0.689,93
so2,corrida_1,0-nmol/mol,99,0.69,93
so2,corrida_1,0-nmol/mol,100,0.333,93
so2,corrida_1,0-nmol/mol,101,0.326,93
so2,corrida_1,0-nmol/mol,102,-0.023,93
so2,corrida_1,0-nmol/mol,103,0.328,93
so2,corrida_1,0-nmol/mol,104,-0.024,93
so2,corrida_1,0-nmol/mol,105,-0.032,93
so2,corrida_1,0-nmol/mol,106,-0.024,93
so2,corrida_1,0-nmol/mol,107,-0.032,93
so2,corrida_1,0-nmol/mol,108,0.328,93
so2,corrida_1,0-nmol/mol,109,-0.022,93
so2,corrida_1,0-nmol/mol,110,0.336,93
so2,corrida_1,0-nmol/mol,111,-0.028,93
so2,corrida_1,0-nmol/mol,112,0.326,93
so2,corrida_1,0-nmol/mol,113,-0.03,93
so2,corrida_1,0-nmol/mol,114,-0.022,93
so2,corrida_1,0-nmol/mol,115,-0.037,93
so2,corrida_1,0-nmol/mol,116,-0.025,93
so2,corrida_1,0-nmol/mol,117,-0.042,93
so2,corrida_1,0-nmol/mol,118,-0.021,93
so2,corrida_1,0-nmol/mol,119,-0.032,93
so2,corrida_1,0-nmol/mol,120,0.69,93
so2,corrida_1,0-nmol/mol,121,0.682,93
so2,corrida_1,0-nmol/mol,122,0.33,93
so2,corrida_1,0-nmol/mol,123,-0.027,93
so2,corrida_1,0-nmol/mol,124,0.334,93
so2,corrida_1,0-nmol/mol,125,-0.028,93
so2,corrida_1,0-nmol/mol,126,0.323,93
so2,corrida_1,0-nmol/mol,127,0.331,93
so2,corrida_1,0-nmol/mol,128,-0.031,93
so2,corrida_1,0-nmol/mol,129,0.695,93
so2,corrida_1,0-nmol/mol,130,0.343,93
so2,corrida_1,0-nmol/mol,131,-0.028,93
so2,corrida_1,0-nmol/mol,132,-0.034,93
so2,corrida_1,0-nmol/mol,133,-0.025,93
so2,corrida_1,0-nmol/mol,134,0.331,93
so2,corrida_1,0-nmol/mol,135,0.335,93
so2,corrida_1,0-nmol/mol,136,0.332,93
so2,corrida_1,0-nmol/mol,137,-0.025,93
so2,corrida_1,0-nmol/mol,138,0.339,93
so2,corrida_1,0-nmol/mol,139,-0.023,93
so2,corrida_1,0-nmol/mol,140,-0.031,93
so2,corrida_1,0-nmol/mol,141,0.687,93
so2,corrida_1,0-nmol/mol,142,0.327,93
so2,corrida_1,0-nmol/mol,143,-0.034,93
so2,corrida_1,0-nmol/mol,144,0.34,93
so2,corrida_1,0-nmol/mol,145,-0.038,93
so2,corrida_1,0-nmol/mol,146,-0.024,93
so2,corrida_1,0-nmol/mol,147,-0.028,93
so2,corrida_1,0-nmol/mol,148,0.335,93
so2,corrida_1,0-nmol/mol,149,-0.024,93
so2,corrida_1,0-nmol/mol,150,-0.02,93
so2,corrida_1,0-nmol/mol,151,0.324,93
so2,corrida_1,0-nmol/mol,152,0.33,93
so2,corrida_1,0-nmol/mol,153,0.335,93
so2,corrida_1,0-nmol/mol,154,-0.021,93
so2,corrida_1,0-nmol/mol,155,0.69,93
so2,corrida_1,0-nmol/mol,156,-0.023,93
so2,corrida_1,0-nmol/mol,157,0.33,93
so2,corrida_1,0-nmol/mol,158,0.331,93
so2,corrida_1,0-nmol/mol,159,-0.018,93
so2,corrida_1,0-nmol/mol,160,0.68,93
so2,corrida_1,0-nmol/mol,161,-0.029,93
so2,corrida_1,0-nmol/mol,162,-0.025,93
so2,corrida_1,0-nmol/mol,163,-0.031,93
so2,corrida_1,0-nmol/mol,164,-0.021,93
so2,corrida_1,0-nmol/mol,165,0.335,93
so2,corrida_1,0-nmol/mol,166,0.684,93
so2,corrida_1,0-nmol/mol,167,-0.039,93
so2,corrida_1,0-nmol/mol,168,1.053,93
so2,corrida_1,0-nmol/mol,169,-0.028,93
so2,corrida_1,0-nmol/mol,170,0.338,93
so2,corrida_1,0-nmol/mol,171,0.328,93
so2,corrida_1,0-nmol/mol,172,-0.021,93
so2,corrida_1,0-nmol/mol,173,0.695,93
so2,corrida_1,0-nmol/mol,174,0.336,93
so2,corrida_1,0-nmol/mol,175,0.328,93
so2,corrida_1,0-nmol/mol,176,-0.023,93
so2,corrida_1,0-nmol/mol,177,0.339,93
so2,corrida_1,0-nmol/mol,178,-0.023,93
so2,corrida_1,0-nmol/mol,179,-0.025,93
so2,corrida_1,0-nmol/mol,180,0.336,93
so2,corrida_1,0-nmol/mol,181,-0.015,93
so2,corrida_1,0-nmol/mol,182,1.055,93
so2,corrida_1,0-nmol/mol,183,-0.027,93
so2,corrida_1,0-nmol/mol,184,-0.026,93
so2,corrida_1,0-nmol/mol,185,-0.023,93
so2,corrida_1,0-nmol/mol,186,-0.023,93
so2,corrida_1,0-nmol/mol,187,-0.021,93
so2,corrida_1,0-nmol/mol,188,0.331,93
so2,corrida_1,0-nmol/mol,189,0.324,93
so2,corrida_1,0-nmol/mol,190,0.336,93
so2,corrida_1,0-nmol/mol,191,0.333,93
so2,corrida_1,0-nmol/mol,192,-0.024,93
so2,corrida_1,0-nmol/mol,193,0.333,93
so2,corrida_1,0-nmol/mol,194,0.328,93
so2,corrida_1,0-nmol/mol,195,0.325,93
so2,corrida_1,0-nmol/mol,196,0.337,93
so2,corrida_1,0-nmol/mol,197,-0.027,93
so2,corrida_1,0-nmol/mol,198,1.042,93
so2,corrida_1,0-nmol/mol,199,0.331,93
so2,corrida_1,0-nmol/mol,200,0.34,93
so2,corrida_2,179-nmol/mol,1,178.417,180
so2,corrida_2,179-nmol/mol,2,179.297,180
so2,corrida_2,179-nmol/mol,3,178.334,180
so2,corrida_2,179-nmol/mol,4,179.371,180
so2,corrida_2,179-nmol/mol,5,178.403,180
so2,corrida_2,179-nmol/mol,6,179.563,180
so2,corrida_2,179-nmol/mol,7,179.181,180
so2,corrida_2,179-nmol/mol,8,178.163,180
so2,corrida_2,179-nmol/mol,9,178.568,180
so2,corrida_2,179-nmol/mol,10,178.605,180
so2,corrida_2,179-nmol/mol,11,178.018,180
so2,corrida_2,179-nmol/mol,12,179.911,180
so2,corrida_2,179-nmol/mol,13,178.471,180
so2,corrida_2,179-nmol/mol,14,178.489,180
so2,corrida_2,179-nmol/mol,15,179.483,180
so2,corrida_2,179-nmol/mol,16,178.347,180
so2,corrida_2,179-nmol/mol,17,179.728,180
so2,corrida_2,179-nmol/mol,18,178.466,180
so2,corrida_2,179-nmol/mol,19,179.713,180
so2,corrida_2,179-nmol/mol,20,179.778,180
so2,corrida_2,179-nmol/mol,21,179.741,180
so2,corrida_2,179-nmol/mol,22,179.553,180
so2,corrida_2,179-nmol/mol,23,179.483,180
so2,corrida_2,179-nmol/mol,24,179.677,180
so2,corrida_2,179-nmol/mol,25,179.05,180
so2,corrida_2,179-nmol/mol,26,179.649,180
so2,corrida_2,179-nmol/mol,27,179.852,180
so2,corrida_2,179-nmol/mol,28,179.234,180
so2,corrida_2,179-nmol/mol,29,179.77,180
so2,corrida_2,179-nmol/mol,30,179.287,180
so2,corrida_2,179-nmol/mol,31,179.682,180
so2,corrida_2,179-nmol/mol,32,179.619,180
so2,corrida_2,179-nmol/mol,33,178.42,180
so2,corrida_2,179-nmol/mol,34,179.469,180
so2,corrida_2,179-nmol/mol,35,177.342,180
so2,corrida_2,179-nmol/mol,36,178.15,180
so2,corrida_2,179-nmol/mol,37,178.227,180
so2,corrida_2,179-nmol/mol,38,179.838,180
so2,corrida_2,179-nmol/mol,39,179.62,180
so2,corrida_2,179-nmol/mol,40,179.379,180
so2,corrida_2,179-nmol/mol,41,177.148,180
so2,corrida_2,179-nmol/mol,42,179.485,180
so2,corrida_2,179-nmol/mol,43,179.258,180
so2,corrida_2,179-nmol/mol,44,178.987,180
so2,corrida_2,179-nmol/mol,45,179.446,180
so2,corrida_2,179-nmol/mol,46,178.699,180
so2,corrida_2,179-nmol/mol,47,179.39,180
so2,corrida_2,179-nmol/mol,48,178.181,180
so2,corrida_2,179-nmol/mol,49,179.336,180
so2,corrida_2,179-nmol/mol,50,179.194,180
so2,corrida_2,179-nmol/mol,51,179.226,180
so2,corrida_2,179-nmol/mol,52,179.351,180
so2,corrida_2,179-nmol/mol,53,178.542,180
so2,corrida_2,179-nmol/mol,54,179.788,180
so2,corrida_2,179-nmol/mol,55,179.316,180
so2,corrida_2,179-nmol/mol,56,179.685,180
so2,corrida_2,179-nmol/mol,57,179.304,180
so2,corrida_2,179-nmol/mol,58,179.369,180
so2,corrida_2,179-nmol/mol,59,179.43,180
so2,corrida_2,179-nmol/mol,60,179.566,180
so2,corrida_2,179-nmol/mol,61,179.553,180
so2,corrida_2,179-nmol/mol,62,179.39,180
so2,corrida_2,179-nmol/mol,63,179.213,180
so2,corrida_2,179-nmol/mol,64,175.878,180
so2,corrida_2,179-nmol/mol,65,179.621,180
so2,corrida_2,179-nmol/mol,66,179.586,180
so2,corrida_2,179-nmol/mol,67,178.27,180
so2,corrida_2,179-nmol/mol,68,179.444,180
so2,corrida_2,179-nmol/mol,69,179.701,180
so2,corrida_2,179-nmol/mol,70,179.563,180
so2,corrida_2,179-nmol/mol,71,179.715,180
so2,corrida_2,179-nmol/mol,72,178.258,180
so2,corrida_2,179-nmol/mol,73,179.635,180
so2,corrida_2,179-nmol/mol,74,179.718,180
so2,corrida_2,179-nmol/mol,75,179.414,180
so2,corrida_2,179-nmol/mol,76,179.728,180
so2,corrida_2,179-nmol/mol,77,178.371,180
so2,corrida_2,179-nmol/mol,78,178.001,180
so2,corrida_2,179-nmol/mol,79,179.496,180
so2,corrida_2,179-nmol/mol,80,179.415,180
so2,corrida_2,179-nmol/mol,81,179.379,180
so2,corrida_2,179-nmol/mol,82,179.631,180
so2,corrida_2,179-nmol/mol,83,179.384,180
so2,corrida_2,179-nmol/mol,84,179.515,180
so2,corrida_2,179-nmol/mol,85,178.225,180
so2,corrida_2,179-nmol/mol,86,179.65,180
so2,corrida_2,179-nmol/mol,87,179.621,180
so2,corrida_2,179-nmol/mol,88,179.308,180
so2,corrida_2,179-nmol/mol,89,179.252,180
so2,corrida_2,179-nmol/mol,90,179.503,180
so2,corrida_2,179-nmol/mol,91,179.795,180
so2,corrida_2,179-nmol/mol,92,179.471,180
so2,corrida_2,179-nmol/mol,93,178.372,180
so2,corrida_2,179-nmol/mol,94,179.37,180
so2,corrida_2,179-nmol/mol,95,179.535,180
so2,corrida_2,179-nmol/mol,96,178.059,180
so2,corrida_2,179-nmol/mol,97,179.487,180
so2,corrida_2,179-nmol/mol,98,177.191,180
so2,corrida_2,179-nmol/mol,99,179.117,180
so2,corrida_2,179-nmol/mol,100,177.27,180
so2,corrida_2,179-nmol/mol,101,179.35,180
so2,corrida_2,179-nmol/mol,102,179.594,180
so2,corrida_2,179-nmol/mol,103,178.376,180
so2,corrida_2,179-nmol/mol,104,179.564,180
so2,corrida_2,179-nmol/mol,105,179.451,180
so2,corrida_2,179-nmol/mol,106,175.481,180
so2,corrida_2,179-nmol/mol,107,178.33,180
so2,corrida_2,179-nmol/mol,108,179.717,180
so2,corrida_2,179-nmol/mol,109,178.231,180
so2,corrida_2,179-nmol/mol,110,179.525,180
so2,corrida_2,179-nmol/mol,111,179.533,180
so2,corrida_2,179-nmol/mol,112,179.486,180
so2,corrida_2,179-nmol/mol,113,177.126,180
so2,corrida_2,179-nmol/mol,114,179.863,180
so2,corrida_2,179-nmol/mol,115,179.52,180
so2,corrida_2,179-nmol/mol,116,179.393,180
so2,corrida_2,179-nmol/mol,117,179.671,180
so2,corrida_2,179-nmol/mol,118,179.208,180
so2,corrida_2,179-nmol/mol,119,179.408,180
so2,corrida_2,179-nmol/mol,120,179.592,180
so2,corrida_2,179-nmol/mol,121,179.514,180
so2,corrida_2,179-nmol/mol,122,179.279,180
so2,corrida_2,179-nmol/mol,123,178.366,180
so2,corrida_2,179-nmol/mol,124,177.257,180
so2,corrida_2,179-nmol/mol,125,177.202,180
so2,corrida_2,179-nmol/mol,126,179.858,180
so2,corrida_2,179-nmol/mol,127,178.246,180
so2,corrida_2,179-nmol/mol,128,179.661,180
so2,corrida_2,179-nmol/mol,129,178.175,180
so2,corrida_2,179-nmol/mol,130,178.051,180
so2,corrida_2,179-nmol/mol,131,179.652,180
so2,corrida_2,179-nmol/mol,132,179.904,180
so2,corrida_2,179-nmol/mol,133,179.955,180
so2,corrida_2,179-nmol/mol,134,179.487,180
so2,corrida_2,179-nmol/mol,135,179.624,180
so2,corrida_2,179-nmol/mol,136,179.535,180
so2,corrida_2,179-nmol/mol,137,179.156,180
so2,corrida_2,179-nmol/mol,138,179.637,180
so2,corrida_2,179-nmol/mol,139,179.526,180
so2,corrida_2,179-nmol/mol,140,177.788,180
so2,corrida_2,179-nmol/mol,141,179.136,180
so2,corrida_2,179-nmol/mol,142,179.382,180
so2,corrida_2,179-nmol/mol,143,178.489,180
so2,corrida_2,179-nmol/mol,144,178.292,180
so2,corrida_2,179-nmol/mol,145,179.484,180
so2,corrida_2,179-nmol/mol,146,178.385,180
so2,corrida_2,179-nmol/mol,147,179.503,180
so2,corrida_2,179-nmol/mol,148,177.015,180
so2,corrida_2,179-nmol/mol,149,179.589,180
so2,corrida_2,179-nmol/mol,150,179.356,180
so2,corrida_2,179-nmol/mol,151,179.348,180
so2,corrida_2,179-nmol/mol,152,179.359,180
so2,corrida_2,179-nmol/mol,153,178.756,180
so2,corrida_2,179-nmol/mol,154,179.514,180
so2,corrida_2,179-nmol/mol,155,179.827,180
so2,corrida_2,179-nmol/mol,156,179.162,180
so2,corrida_2,179-nmol/mol,157,179.554,180
so2,corrida_2,179-nmol/mol,158,179.268,180
so2,corrida_2,179-nmol/mol,159,179.387,180
so2,corrida_2,179-nmol/mol,160,177.744,180
so2,corrida_2,179-nmol/mol,161,179.758,180
so2,corrida_2,179-nmol/mol,162,179.636,180
so2,corrida_2,179-nmol/mol,163,179.471,180
so2,corrida_2,179-nmol/mol,164,177.781,180
so2,corrida_2,179-nmol/mol,165,179.285,180
so2,corrida_2,179-nmol/mol,166,178.226,180
so2,corrida_2,179-nmol/mol,167,179.447,180
so2,corrida_2,179-nmol/mol,168,179.704,180
so2,corrida_2,179-nmol/mol,169,178.147,180
so2,corrida_2,179-nmol/mol,170,179.702,180
so2,corrida_2,179-nmol/mol,171,179.512,180
so2,corrida_2,179-nmol/mol,172,179.883,180
so2,corrida_2,179-nmol/mol,173,179.561,180
so2,corrida_2,179-nmol/mol,174,179.034,180
so2,corrida_2,179-nmol/mol,175,179.574,180
so2,corrida_2,179-nmol/mol,176,178.166,180
so2,corrida_2,179-nmol/mol,177,179.463,180
so2,corrida_2,179-nmol/mol,178,179.831,180
so2,corrida_2,179-nmol/mol,179,179.443,180
so2,corrida_2,179-nmol/mol,180,179.599,180
so2,corrida_2,179-nmol/mol,181,179.071,180
so2,corrida_2,179-nmol/mol,182,177.906,180
so2,corrida_2,179-nmol/mol,183,179.452,180
so2,corrida_2,179-nmol/mol,184,178.298,180
so2,corrida_2,179-nmol/mol,185,178.204,180
so2,corrida_2,179-nmol/mol,186,179.359,180
so2,corrida_2,179-nmol/mol,187,179.752,180
so2,corrida_2,179-nmol/mol,188,178.489,180
so2,corrida_2,179-nmol/mol,189,176.983,180
so2,corrida_2,179-nmol/mol,190,178.024,180
so2,corrida_2,179-nmol/mol,191,179.315,180
so2,corrida_2,179-nmol/mol,192,179.406,180
so2,corrida_2,179-nmol/mol,193,179.339,180
so2,corrida_2,179-nmol/mol,194,179.295,180
so2,corrida_2,179-nmol/mol,195,179.544,180
so2,corrida_2,179-nmol/mol,196,179.589,180
so2,corrida_2,179-nmol/mol,197,179.704,180
so2,corrida_2,179-nmol/mol,198,179.494,180
so2,corrida_2,179-nmol/mol,199,176.708,180
so2,corrida_2,179-nmol/mol,200,179.532,180
so2,corrida_3,119-nmol/mol,1,120.208,183
so2,corrida_3,119-nmol/mol,2,120.675,183
so2,corrida_3,119-nmol/mol,3,120.156,183
so2,corrida_3,119-nmol/mol,4,120.695,183
so2,corrida_3,119-nmol/mol,5,120.795,183
so2,corrida_3,119-nmol/mol,6,120.794,183
so2,corrida_3,119-nmol/mol,7,120.579,183
so2,corrida_3,119-nmol/mol,8,120.291,183
so2,corrida_3,119-nmol/mol,9,120.854,183
so2,corrida_3,119-nmol/mol,10,120.546,183
so2,corrida_3,119-nmol/mol,11,120.445,183
so2,corrida_3,119-nmol/mol,12,120.652,183
so2,corrida_3,119-nmol/mol,13,120.502,183
so2,corrida_3,119-nmol/mol,14,120.782,183
so2,corrida_3,119-nmol/mol,15,120.511,183
so2,corrida_3,119-nmol/mol,16,120.901,183
so2,corrida_3,119-nmol/mol,17,120.551,183
so2,corrida_3,119-nmol/mol,18,120.517,183
so2,corrida_3,119-nmol/mol,19,121,183
so2,corrida_3,119-nmol/mol,20,121.005,183
so2,corrida_3,119-nmol/mol,21,120.449,183
so2,corrida_3,119-nmol/mol,22,120.576,183
so2,corrida_3,119-nmol/mol,23,121.016,183
so2,corrida_3,119-nmol/mol,24,120.436,183
so2,corrida_3,119-nmol/mol,25,120.591,183
so2,corrida_3,119-nmol/mol,26,120.603,183
so2,corrida_3,119-nmol/mol,27,120.195,183
so2,corrida_3,119-nmol/mol,28,120.64,183
so2,corrida_3,119-nmol/mol,29,120.241,183
so2,corrida_3,119-nmol/mol,30,120.57,183
so2,corrida_3,119-nmol/mol,31,120.579,183
so2,corrida_3,119-nmol/mol,32,120.196,183
so2,corrida_3,119-nmol/mol,33,119.979,183
so2,corrida_3,119-nmol/mol,34,120.587,183
so2,corrida_3,119-nmol/mol,35,120.24,183
so2,corrida_3,119-nmol/mol,36,119.883,183
so2,corrida_3,119-nmol/mol,37,120.911,183
so2,corrida_3,119-nmol/mol,38,120.385,183
so2,corrida_3,119-nmol/mol,39,120.724,183
so2,corrida_3,119-nmol/mol,40,120.678,183
so2,corrida_3,119-nmol/mol,41,120.472,183
so2,corrida_3,119-nmol/mol,42,120.904,183
so2,corrida_3,119-nmol/mol,43,120.623,183
so2,corrida_3,119-nmol/mol,44,120.74,183
so2,corrida_3,119-nmol/mol,45,120.808,183
so2,corrida_3,119-nmol/mol,46,120.188,183
so2,corrida_3,119-nmol/mol,47,120.6,183
so2,corrida_3,119-nmol/mol,48,120.536,183
so2,corrida_3,119-nmol/mol,49,120.576,183
so2,corrida_3,119-nmol/mol,50,120.256,183
so2,corrida_3,119-nmol/mol,51,120.421,183
so2,corrida_3,119-nmol/mol,52,120.56,183
so2,corrida_3,119-nmol/mol,53,120.616,183
so2,corrida_3,119-nmol/mol,54,120.279,183
so2,corrida_3,119-nmol/mol,55,120.747,183
so2,corrida_3,119-nmol/mol,56,120.539,183
so2,corrida_3,119-nmol/mol,57,120.767,183
so2,corrida_3,119-nmol/mol,58,120.601,183
so2,corrida_3,119-nmol/mol,59,120.633,183
so2,corrida_3,119-nmol/mol,60,120.665,183
so2,corrida_3,119-nmol/mol,61,120.451,183
so2,corrida_3,119-nmol/mol,62,120.75,183
so2,corrida_3,119-nmol/mol,63,120.615,183
so2,corrida_3,119-nmol/mol,64,120.928,183
so2,corrida_3,119-nmol/mol,65,120.562,183
so2,corrida_3,119-nmol/mol,66,120.738,183
so2,corrida_3,119-nmol/mol,67,120.498,183
so2,corrida_3,119-nmol/mol,68,120.457,183
so2,corrida_3,119-nmol/mol,69,120.674,183
so2,corrida_3,119-nmol/mol,70,120.976,183
so2,corrida_3,119-nmol/mol,71,120.53,183
so2,corrida_3,119-nmol/mol,72,120.275,183
so2,corrida_3,119-nmol/mol,73,120.667,183
so2,corrida_3,119-nmol/mol,74,120.496,183
so2,corrida_3,119-nmol/mol,75,120.217,183
so2,corrida_3,119-nmol/mol,76,120.868,183
so2,corrida_3,119-nmol/mol,77,120.606,183
so2,corrida_3,119-nmol/mol,78,120.542,183
so2,corrida_3,119-nmol/mol,79,120.448,183
so2,corrida_3,119-nmol/mol,80,120.566,183
so2,corrida_3,119-nmol/mol,81,120.574,183
so2,corrida_3,119-nmol/mol,82,120.811,183
so2,corrida_3,119-nmol/mol,83,120.729,183
so2,corrida_3,119-nmol/mol,84,120.512,183
so2,corrida_3,119-nmol/mol,85,120.276,183
so2,corrida_3,119-nmol/mol,86,120.578,183
so2,corrida_3,119-nmol/mol,87,120.441,183
so2,corrida_3,119-nmol/mol,88,120.195,183
so2,corrida_3,119-nmol/mol,89,120.33,183
so2,corrida_3,119-nmol/mol,90,120.755,183
so2,corrida_3,119-nmol/mol,91,120.537,183
so2,corrida_3,119-nmol/mol,92,120.912,183
so2,corrida_3,119-nmol/mol,93,120.661,183
so2,corrida_3,119-nmol/mol,94,120.443,183
so2,corrida_3,119-nmol/mol,95,120.254,183
so2,corrida_3,119-nmol/mol,96,120.856,183
so2,corrida_3,119-nmol/mol,97,120.528,183
so2,corrida_3,119-nmol/mol,98,120.62,183
so2,corrida_3,119-nmol/mol,99,120.514,183
so2,corrida_3,119-nmol/mol,100,120.528,183
so2,corrida_3,119-nmol/mol,101,120.447,183
so2,corrida_3,119-nmol/mol,102,120.513,183
so2,corrida_3,119-nmol/mol,103,120.594,183
so2,corrida_3,119-nmol/mol,104,119.225,183
so2,corrida_3,119-nmol/mol,105,120.894,183
so2,corrida_3,119-nmol/mol,106,120.566,183
so2,corrida_3,119-nmol/mol,107,120.17,183
so2,corrida_3,119-nmol/mol,108,120.793,183
so2,corrida_3,119-nmol/mol,109,120.634,183
so2,corrida_3,119-nmol/mol,110,120.258,183
so2,corrida_3,119-nmol/mol,111,120.268,183
so2,corrida_3,119-nmol/mol,112,120.586,183
so2,corrida_3,119-nmol/mol,113,120.625,183
so2,corrida_3,119-nmol/mol,114,120.873,183
so2,corrida_3,119-nmol/mol,115,120.575,183
so2,corrida_3,119-nmol/mol,116,120.562,183
so2,corrida_3,119-nmol/mol,117,120.964,183
so2,corrida_3,119-nmol/mol,118,120.825,183
so2,corrida_3,119-nmol/mol,119,120.679,183
so2,corrida_3,119-nmol/mol,120,120.862,183
so2,corrida_3,119-nmol/mol,121,120.49,183
so2,corrida_3,119-nmol/mol,122,120.801,183
so2,corrida_3,119-nmol/mol,123,120.397,183
so2,corrida_3,119-nmol/mol,124,120.616,183
so2,corrida_3,119-nmol/mol,125,120.113,183
so2,corrida_3,119-nmol/mol,126,121.29,183
so2,corrida_3,119-nmol/mol,127,120.597,183
so2,corrida_3,119-nmol/mol,128,120.592,183
so2,corrida_3,119-nmol/mol,129,120.88,183
so2,corrida_3,119-nmol/mol,130,120.532,183
so2,corrida_3,119-nmol/mol,131,120.589,183
so2,corrida_3,119-nmol/mol,132,120.227,183
so2,corrida_3,119-nmol/mol,133,120.845,183
so2,corrida_3,119-nmol/mol,134,120.664,183
so2,corrida_3,119-nmol/mol,135,120.617,183
so2,corrida_3,119-nmol/mol,136,120.772,183
so2,corrida_3,119-nmol/mol,137,121.065,183
so2,corrida_3,119-nmol/mol,138,120.842,183
so2,corrida_3,119-nmol/mol,139,120.466,183
so2,corrida_3,119-nmol/mol,140,120.474,183
so2,corrida_3,119-nmol/mol,141,120.447,183
so2,corrida_3,119-nmol/mol,142,120.923,183
so2,corrida_3,119-nmol/mol,143,120.988,183
so2,corrida_3,119-nmol/mol,144,120.553,183
so2,corrida_3,119-nmol/mol,145,120.542,183
so2,corrida_3,119-nmol/mol,146,120.961,183
so2,corrida_3,119-nmol/mol,147,120.516,183
so2,corrida_3,119-nmol/mol,148,120.543,183
so2,corrida_3,119-nmol/mol,149,120.568,183
so2,corrida_3,119-nmol/mol,150,120.539,183
so2,corrida_3,119-nmol/mol,151,120.534,183
so2,corrida_3,119-nmol/mol,152,121.298,183
so2,corrida_3,119-nmol/mol,153,120.522,183
so2,corrida_3,119-nmol/mol,154,120.584,183
so2,corrida_3,119-nmol/mol,155,120.554,183
so2,corrida_3,119-nmol/mol,156,120.61,183
so2,corrida_3,119-nmol/mol,157,120.645,183
so2,corrida_3,119-nmol/mol,158,120.181,183
so2,corrida_3,119-nmol/mol,159,120.578,183
so2,corrida_3,119-nmol/mol,160,120.473,183
so2,corrida_3,119-nmol/mol,161,120.532,183
so2,corrida_3,119-nmol/mol,162,120.556,183
so2,corrida_3,119-nmol/mol,163,120.525,183
so2,corrida_3,119-nmol/mol,164,120.079,183
so2,corrida_3,119-nmol/mol,165,120.309,183
so2,corrida_3,119-nmol/mol,166,120.759,183
so2,corrida_3,119-nmol/mol,167,120.553,183
so2,corrida_3,119-nmol/mol,168,120.477,183
so2,corrida_3,119-nmol/mol,169,120.561,183
so2,corrida_3,119-nmol/mol,170,120.933,183
so2,corrida_3,119-nmol/mol,171,120.252,183
so2,corrida_3,119-nmol/mol,172,120.493,183
so2,corrida_3,119-nmol/mol,173,120.267,183
so2,corrida_3,119-nmol/mol,174,120.413,183
so2,corrida_3,119-nmol/mol,175,120.631,183
so2,corrida_3,119-nmol/mol,176,121.159,183
so2,corrida_3,119-nmol/mol,177,120.51,183
so2,corrida_3,119-nmol/mol,178,120.579,183
so2,corrida_3,119-nmol/mol,179,120.328,183
